t,x_original,xdot_original,xdot_pred
325.0333333,0.176780284,-2.67E-05,-2.58E-05
325.0666667,0.176726884,-2.67E-05,-2.58E-05
325.1,0.176673496,-2.67E-05,-2.58E-05
325.1333333,0.17662012,-2.67E-05,-2.58E-05
325.1666667,0.176566757,-2.67E-05,-2.57E-05
325.2,0.176513406,-2.67E-05,-2.57E-05
325.2333333,0.176460067,-2.67E-05,-2.57E-05
325.2666667,0.17640674,-2.67E-05,-2.57E-05
325.3,0.176353426,-2.67E-05,-2.57E-05
325.3333333,0.176300124,-2.67E-05,-2.57E-05
325.3666667,0.176246834,-2.66E-05,-2.57E-05
325.4,0.176193557,-2.66E-05,-2.57E-05
325.4333333,0.176140292,-2.66E-05,-2.57E-05
325.4666667,0.176087039,-2.66E-05,-2.57E-05
325.5,0.176033798,-2.66E-05,-2.57E-05
325.5333333,0.17598057,-2.66E-05,-2.57E-05
325.5666667,0.175927354,-2.66E-05,-2.57E-05
325.6,0.17587415,-2.66E-05,-2.57E-05
325.6333333,0.175820959,-2.66E-05,-2.57E-05
325.6666667,0.17576778,-2.66E-05,-2.57E-05
325.7,0.175714613,-2.66E-05,-2.57E-05
325.7333333,0.175661458,-2.66E-05,-2.56E-05
325.7666667,0.175608316,-2.66E-05,-2.56E-05
325.8,0.175555186,-2.66E-05,-2.56E-05
325.8333333,0.175502068,-2.66E-05,-2.56E-05
325.8666667,0.175448963,-2.66E-05,-2.56E-05
325.9,0.17539587,-2.65E-05,-2.56E-05
325.9333333,0.175342789,-2.65E-05,-2.56E-05
325.9666667,0.17528972,-2.65E-05,-2.56E-05
326,0.175236663,-2.65E-05,-2.56E-05
326.0333333,0.175183619,-2.65E-05,-2.56E-05
326.0666667,0.175130587,-2.65E-05,-2.56E-05
326.1,0.175077568,-2.65E-05,-2.56E-05
326.1333333,0.17502456,-2.65E-05,-2.56E-05
326.1666667,0.174971565,-2.65E-05,-2.56E-05
326.2,0.174918582,-2.65E-05,-2.56E-05
326.2333333,0.174865612,-2.65E-05,-2.56E-05
326.2666667,0.174812653,-2.65E-05,-2.56E-05
326.3,0.174759707,-2.65E-05,-2.55E-05
326.3333333,0.174706773,-2.65E-05,-2.55E-05
326.3666667,0.174653852,-2.65E-05,-2.55E-05
326.4,0.174600942,-2.65E-05,-2.55E-05
326.4333333,0.174548045,-2.64E-05,-2.55E-05
326.4666667,0.17449516,-2.64E-05,-2.55E-05
326.5,0.174442288,-2.64E-05,-2.55E-05
326.5333333,0.174389427,-2.64E-05,-2.55E-05
326.5666667,0.174336579,-2.64E-05,-2.55E-05
326.6,0.174283743,-2.64E-05,-2.55E-05
326.6333333,0.17423092,-2.64E-05,-2.55E-05
326.6666667,0.174178108,-2.64E-05,-2.55E-05
326.7,0.174125309,-2.64E-05,-2.55E-05
326.7333333,0.174072522,-2.64E-05,-2.55E-05
326.7666667,0.174019747,-2.64E-05,-2.55E-05
326.8,0.173966985,-2.64E-05,-2.55E-05
326.8333333,0.173914235,-2.64E-05,-2.54E-05
326.8666667,0.173861497,-2.64E-05,-2.54E-05
326.9,0.173808771,-2.64E-05,-2.54E-05
